"選區(95-100年)","議員","年","建議筆數","建議金額(單位：千元)","顧別人建議金額(千元)","顧別人人均建議金額(千元)","族群別","性別","政黨","族群","委員會召集人","委員會副召集人","召集人","委員會召集人類別","縣長、議員與鄉鎮市首長選舉年","勝選幅度DQ","選區規模","選區類型","人口數","政治獻金金額 (單位：千元)","資深程度","自由財源","自由財源比","代表性 （單位：千）","所屬選區鄉鎮市","利益座落地點（鄉鎮市）"
"臺東縣第一選區","王飛龍",98,35,4321.81,100,95.53,"漢族",1,0,0,0,1,1,3,1,0.663784585,10,2,116401,237.2,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","延平鄉"
"臺東縣第一選區","王飛龍",98,35,4321.81,60,57.32,"漢族",1,0,0,0,1,1,3,1,0.663784585,10,2,116401,237.2,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","鹿野鄉"
"臺東縣第一選區","王飛龍",98,35,4321.81,30,28.66,"漢族",1,0,0,0,1,1,3,1,0.663784585,10,2,116401,237.2,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","王飛龍",98,35,4321.81,50,47.77,"漢族",1,0,0,0,1,1,3,1,0.663784585,10,2,116401,237.2,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","關山鎮"
"臺東縣第一選區","王飛龍",98,35,4321.81,150,143.3,"漢族",1,0,0,0,1,1,3,1,0.663784585,10,2,116401,237.2,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","關山鎮"
"臺東縣第一選區","王飛龍",98,35,4321.81,100,95.53,"漢族",1,0,0,0,1,1,3,1,0.663784585,10,2,116401,237.2,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","成功鎮"
"臺東縣第一選區","王飛龍",98,35,4321.81,70,66.87,"漢族",1,0,0,0,1,1,3,1,0.663784585,10,2,116401,237.2,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","成功鎮"
"臺東縣第六選區","王清堅",98,16,1571.48,100,95.53,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","金峰鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,100,95.53,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","延平鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,300,286.59,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","關山鎮、東河鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,170,162.4,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","卑南鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,100,95.53,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","金峰鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,100,95.53,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","大武鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,70,66.87,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","金峰鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,80,76.42,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","卑南鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,90,85.98,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","關山鎮"
"臺東縣第六選區","王清堅",98,16,1571.48,300,286.59,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","東河鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,300,286.59,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","海端鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,100,95.53,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","關山鎮"
"臺東縣第六選區","王清堅",98,16,1571.48,100,95.53,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","延平鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,80,76.42,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","東河鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,32,30.57,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","大武鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,18,17.2,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","大武鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,90,85.98,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","鹿野鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,100,95.53,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","關山鎮"
"臺東縣第六選區","王清堅",98,16,1571.48,80,76.42,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","延平鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,100,95.53,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","鹿野鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,197,188.2,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","長濱鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,100,95.53,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","金峰鄉"
"臺東縣第六選區","王清堅",98,16,1571.48,50,47.77,"阿美族",1,0,1,0,0,0,0,1,0.6902530459,2,4,18600,0,2,49.57696261,0.4957696261,0.05,"台東市","東河鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,80,76.42,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","成功鎮"
"臺東縣第一選區","田石雄",98,24,2105.5,100,95.53,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,98,93.62,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","金峰鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,95,90.75,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,98,93.62,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,42,40.12,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,98,93.62,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","關山鎮"
"臺東縣第一選區","田石雄",98,24,2105.5,200,191.06,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","成功鎮"
"臺東縣第一選區","田石雄",98,24,2105.5,98,93.62,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","延平鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,98,93.62,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,98,93.62,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","池上鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,90,85.98,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","長濱鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,100,95.53,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,100,95.53,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,96,91.71,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","綠島鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,54,51.59,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","田石雄",98,24,2105.5,100,95.53,"漢族",1,0,0,0,0,0,0,1,0.7359189723,10,2,116401,43.6,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第十三選區","朱連濟",98,9,2414.06,98,93.62,"排灣族",0,1,2,0,0,0,0,1,0.786115365,1,5,3944,0,2,4.405958257,0.04405958257,0,"達仁鄉、大武鄉","太麻里鄉"
"臺東縣第十三選區","朱連濟",98,9,2414.06,50,47.77,"排灣族",0,1,2,0,0,0,0,1,0.786115365,1,5,3944,0,2,4.405958257,0.04405958257,0,"達仁鄉、大武鄉","卑南鄉"
"臺東縣第十三選區","朱連濟",98,9,2414.06,691,660.12,"排灣族",0,1,2,0,0,0,0,1,0.786115365,1,5,3944,0,2,4.405958257,0.04405958257,0,"達仁鄉、大武鄉","太麻里鄉"
"臺東縣第十三選區","朱連濟",98,9,2414.06,400,382.12,"排灣族",0,1,2,0,0,0,0,1,0.786115365,1,5,3944,0,2,4.405958257,0.04405958257,0,"達仁鄉、大武鄉","成功鎮"
"臺東縣第十三選區","朱連濟",98,9,2414.06,350,334.36,"排灣族",0,1,2,0,0,0,0,1,0.786115365,1,5,3944,0,2,4.405958257,0.04405958257,0,"達仁鄉、大武鄉","鹿野鄉"
"臺東縣第十三選區","朱連濟",98,9,2414.06,300,286.59,"排灣族",0,1,2,0,0,0,0,1,0.786115365,1,5,3944,0,2,4.405958257,0.04405958257,0,"達仁鄉、大武鄉","鹿野鄉"
"臺東縣第十三選區","朱連濟",98,9,2414.06,343,327.67,"排灣族",0,1,2,0,0,0,0,1,0.786115365,1,5,3944,0,2,4.405958257,0.04405958257,0,"達仁鄉、大武鄉","臺東市"
"臺東縣第十三選區","朱連濟",98,9,2414.06,115,109.86,"排灣族",0,1,2,0,0,0,0,1,0.786115365,1,5,3944,0,2,4.405958257,0.04405958257,0,"達仁鄉、大武鄉","臺東市"
"臺東縣第十三選區","朱連濟",98,9,2414.06,78,74.51,"排灣族",0,1,2,0,0,0,0,1,0.786115365,1,5,3944,0,2,4.405958257,0.04405958257,0,"達仁鄉、大武鄉","臺東市"
"臺東縣第十三選區","朱連濟",98,9,2414.06,30,28.66,"排灣族",0,1,2,0,0,0,0,1,0.786115365,1,5,3944,0,2,4.405958257,0.04405958257,0,"達仁鄉、大武鄉","太麻里鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,50,47.77,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","卑南鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,100,95.53,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","延平鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,50,47.77,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","卑南鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,100,95.53,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","太麻里鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,100,95.53,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","延平鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,98,93.62,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","延平鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,30,28.66,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","延平鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,98,93.62,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","關山鎮"
"臺東縣第十四選區","江多利",98,34,3039.79,50,47.77,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","長濱鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,99,94.58,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","卑南鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,98,93.62,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","太麻里鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,98,93.62,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","太麻里鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,89,85.02,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","達仁鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,100,95.53,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","延平鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,100,95.53,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","大武鄉"
"臺東縣第十四選區","江多利",98,34,3039.79,100,95.53,"L",1,2,2,0,0,0,0,1,1.095179234,1,5,5407,0,1,31.19733275,0.3119733275,0.03,"蘭嶼鄉、台東市、綠島","延平鄉"
"臺東縣第七選區","江堅壽",98,35,4228.19,20,19.11,"卑南族",1,1,1,1,0,1,1,1,0.7295095063,2,4,14549,2210.05,1,8.849483788,0.08849483788,0.01,"卑南鄉、太麻里鄉、金峰鄉、達仁鄉、大武鄉、蘭嶼鄉","臺東市"
"臺東縣第十一選區","余忠義",98,28,3502.16,99,94.58,"布農族",1,0,2,0,0,0,0,1,0.7530152071,1,5,4642,0,0,12.3214309,0.123214309,0.01,"海端鄉、鹿野鄉、關山鎮、池上鄉","東河鄉"
"臺東縣第十一選區","余忠義",98,28,3502.16,50,47.77,"布農族",1,0,2,0,0,0,0,1,0.7530152071,1,5,4642,0,0,12.3214309,0.123214309,0.01,"海端鄉、鹿野鄉、關山鎮、池上鄉","臺東市"
"臺東縣第十二選區","宋賢一",98,18,1630.71,100,95.53,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",98,18,1630.71,100,95.53,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",98,18,1630.71,98,93.62,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",98,18,1630.71,99,94.58,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","達仁鄉"
"臺東縣第十二選區","宋賢一",98,18,1630.71,100,95.53,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",98,18,1630.71,100,95.53,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",98,18,1630.71,100,95.53,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","延平鄉"
"臺東縣第十二選區","宋賢一",98,18,1630.71,94,89.8,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","成功鎮"
"臺東縣第十二選區","宋賢一",98,18,1630.71,99,94.58,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",98,18,1630.71,100,95.53,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",98,18,1630.71,187,178.64,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",98,18,1630.71,38,36.3,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",98,18,1630.71,99,94.58,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",98,18,1630.71,187,178.64,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","臺東市"
"臺東縣第十二選區","宋賢一",98,18,1630.71,50,47.77,"排灣族",1,0,2,0,0,0,0,1,1.99758162,1,5,3581,173.93,1,7.822445117,0.07822445117,0.01,"金峰鄉、太麻里鄉","卑南鄉"
"臺東縣第一選區","李建智",98,36,2946.17,100,95.53,"漢族",1,1,0,0,1,1,5,1,0.9844367589,10,2,116401,30,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","李建智",98,36,2946.17,20,19.11,"漢族",1,1,0,0,1,1,5,1,0.9844367589,10,2,116401,30,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","東河鄉"
"臺東縣第一選區","李建智",98,36,2946.17,100,95.53,"漢族",1,1,0,0,1,1,5,1,0.9844367589,10,2,116401,30,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","海端鄉"
"臺東縣第四選區","李振源",98,36,5335.4,67,64.01,"漢族",1,0,0,0,0,0,0,1,0.7463976945,3,2,31382,0,3,12.3214309,0.123214309,0.01,"台東市、蘭嶼鄉、綠島鄉","臺東市"
"臺東縣第五選區","李錦慧",98,11,995.43,68,64.96,"漢族",1,1,0,1,0,1,6,1,1.364287096,1,1,26097,1086,3,6.114201687,0.06114201687,0.01,"台東市、蘭嶼鄉、綠島鄉","關山鎮"
"臺東縣第五選區","李錦慧",98,11,995.43,300,286.59,"漢族",1,1,0,1,0,1,6,1,1.364287096,1,1,26097,1086,3,6.114201687,0.06114201687,0.01,"台東市、蘭嶼鄉、綠島鄉","關山鎮"
"臺東縣第五選區","李錦慧",98,11,995.43,99,94.58,"漢族",1,1,0,1,0,1,6,1,1.364287096,1,1,26097,1086,3,6.114201687,0.06114201687,0.01,"太麻里鄉、金峰鄉、達仁鄉、大武鄉","東河鄉"
"臺東縣第五選區","李錦慧",98,11,995.43,80,76.42,"漢族",1,1,0,1,0,1,6,1,1.364287096,1,1,26097,1086,3,6.114201687,0.06114201687,0.01,"太麻里鄉、金峰鄉、達仁鄉、大武鄉","臺東市"
"臺東縣第五選區","李錦慧",98,11,995.43,300,286.59,"漢族",1,1,0,1,0,1,6,1,1.364287096,1,1,26097,1086,3,6.114201687,0.06114201687,0.01,"太麻里鄉、金峰鄉、達仁鄉、大武鄉","池上鄉"
"臺東縣第五選區","李錦慧",98,11,995.43,200,191.06,"漢族",1,1,0,1,0,1,6,1,1.364287096,1,1,26097,1086,3,6.114201687,0.06114201687,0.01,"太麻里鄉、金峰鄉、達仁鄉、大武鄉","關山鎮"
"臺東縣第九選區","林富雄",98,39,3254.74,99,94.58,"阿美族",1,0,1,0,0,0,0,1,0.7649467649,3,4,18410,0,2,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第九選區","林富雄",98,39,3254.74,100,95.53,"阿美族",1,0,1,0,0,0,0,1,0.7649467649,3,4,18410,0,2,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第九選區","林富雄",98,39,3254.74,99,94.58,"阿美族",1,0,1,0,0,0,0,1,0.7649467649,3,4,18410,0,2,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第九選區","林富雄",98,39,3254.74,99,94.58,"阿美族",1,0,1,0,0,0,0,1,0.7649467649,3,4,18410,0,2,15.47599316,0.1547599316,0.02,"東河鄉、綠島鄉、成功鎮、長濱鄉","池上鄉"
"臺東縣第八選區","林錦章",98,22,3064.63,300,286.59,"阿美族",1,1,1,0,0,0,0,1,1.215022091,1,3,6907,0,0,10.35893936,0.1035893936,0.01,"鹿野鄉、延平鄉、關山鎮、海端鄉、池上鄉","卑南鄉"
"臺東縣第八選區","林錦章",98,22,3064.63,300,286.59,"阿美族",1,1,1,0,0,0,0,1,1.215022091,1,3,6907,0,0,10.35893936,0.1035893936,0.01,"鹿野鄉、延平鄉、關山鎮、海端鄉、池上鄉","卑南鄉"
"臺東縣第八選區","林錦章",98,22,3064.63,300,286.59,"阿美族",1,1,1,0,0,0,0,1,1.215022091,1,3,6907,0,0,10.35893936,0.1035893936,0.01,"鹿野鄉、延平鄉、關山鎮、海端鄉、池上鄉","卑南鄉"
"臺東縣第一選區","施向青",98,4,95.53,100,95.53,"漢族",1,1,0,0,1,1,2,1,0.7529644269,10,2,116401,440,0,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","大武鄉"
"臺東縣第六選區","洪玫璉",98,14,4009.43,340,324.8,"卑南族",0,1,1,0,0,0,0,1,0.6902530459,2,4,18600,0,1,49.57696261,0.4957696261,0.05,"台東市","卑南鄉"
"臺東縣第六選區","洪玫璉",98,14,4009.43,99,94.58,"卑南族",0,1,1,0,0,0,0,1,0.6902530459,2,4,18600,0,1,49.57696261,0.4957696261,0.05,"台東市","卑南鄉"
"臺東縣第十選區","胡秋金",98,10,620,99,94.58,"布農族",1,1,2,0,0,0,0,1,1.147186147,1,5,3999,0,0,12.01807068,0.1201807068,0.01,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","關山鎮"
"臺東縣第十選區","胡秋金",98,10,620,680,649.61,"布農族",1,1,2,0,0,0,0,1,1.147186147,1,5,3999,0,0,12.01807068,0.1201807068,0.01,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","臺東市"
"臺東縣第十選區","胡秋金",98,10,620,45,42.99,"布農族",1,1,2,0,0,0,0,1,1.147186147,1,5,3999,0,0,12.01807068,0.1201807068,0.01,"延平鄉、卑南鄉、東河鄉、成功鎮、長濱鄉","關山鎮"
"臺東縣第四選區","張茂益",98,20,2584.11,400,382.12,"漢族",1,1,0,0,0,0,0,1,1.098342939,3,2,31382,11.8,2,12.3214309,0.123214309,0.01,"鹿野鄉、關山鎮、海端鄉、池上鄉","臺東市"
"臺東縣第一選區","張國洲",98,31,2537.3,170,162.4,"漢族",1,0,0,1,0,1,5,1,1.155632411,10,2,116401,730,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","張國洲",98,31,2537.3,170,162.4,"漢族",1,0,0,1,0,1,5,1,1.155632411,10,2,116401,730,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","卑南鄉"
"臺東縣第一選區","張國洲",98,31,2537.3,90,85.98,"漢族",1,0,0,1,0,1,5,1,1.155632411,10,2,116401,730,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","長濱鄉"
"臺東縣第一選區","張國洲",98,31,2537.3,95,90.75,"漢族",1,0,0,1,0,1,5,1,1.155632411,10,2,116401,730,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","鹿野鄉"
"臺東縣第一選區","張國洲",98,31,2537.3,85,81.2,"漢族",1,0,0,1,0,1,5,1,1.155632411,10,2,116401,730,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","關山鎮"
"臺東縣第一選區","張國洲",98,31,2537.3,60,57.32,"漢族",1,0,0,1,0,1,5,1,1.155632411,10,2,116401,730,1,22.33086537,0.2233086537,0.02,"台東市、蘭嶼鄉、綠島鄉","長濱鄉"
"臺東縣第三選區","張順貴",98,41,4503.32,37,35.35,"漢族",1,1,0,0,1,1,4,1,1.142997889,2,2,32795,208,2,10.01089764,0.1001089764,0.01,"東河鄉、成功鎮、長濱鄉","臺東市"
